# Program:featureCounts v2.0.0; Command:"featureCounts" "-g" "gene_id" "-a" "gen_ann.gtf" "-o" "feature_counts_fr4" "/content/out816.bam" "/content/out817.bam" "/content/out818.bam" "/content/out819.bam" 
Geneid	/content/out816.bam	/content/out817.bam	/content/out818.bam	/content/out819.bam
gene-YLL022C	314	776	24	130
gene-YLL021W	222	543	83	270
gene-YLL019C	3821	2575	167	598
gene-YLL018C-A	346	356	68	113
gene-YLL018C	4987	4617	592	1766
gene-YLL017W	113	27	2	6
gene-YLL016W	1097	331	28	70
gene-YLL015W	1519	948	50	185
gene-YLL014W	172	330	67	202
gene-YLL013C	358	504	44	176
gene-YLL012W	35	53	212	708
gene-YLL011W	98	159	598	1880
gene-YLL010C	98	184	91	368
gene-YLL009C	589	641	17	73
gene-YLL008W	170	345	904	2783
gene-YLL007C	65	117	12	64
gene-YLL006W-A	0	2	1	1
gene-YLL006W	400	403	26	81
gene-YLL005C	290	241	20	116
gene-YLL004W	30	39	48	161
gene-YLL003W	533	518	74	240
gene-YLL002W	19	69	2	26
gene-YLL001W	443	664	40	160
gene-YLR001C	1189	762	55	184
gene-YLR002C	54	94	321	1017
gene-YLR003C	231	258	350	1161
gene-YLR004C	81	68	13	62
gene-YLR005W	960	649	176	627
gene-YLR006C	389	554	61	208
gene-YLR007W	512	265	145	630
gene-YLR008C	39	108	128	460
gene-YLR009W	264	613	983	3336
gene-YLR010C	266	131	27	93
gene-YNCL0002C	0	0	0	0
gene-YLR011W	62	109	6	35
gene-YLR012C	0	6	0	3
gene-YLR013W	3	1	0	0
gene-YLR014C	47	62	197	606
gene-YLR015W	354	361	96	340
gene-YLR016C	295	390	131	365
gene-YLR017W	634	770	399	1470
gene-YLR018C	334	238	318	1172
gene-YLR019W	1127	826	312	869
gene-YLR020C	144	168	172	587
gene-YLR021W	219	385	29	146
gene-YLR022C	74	105	373	1567
gene-YLR023C	73	167	538	1238
gene-YLR024C	183	280	18	42
gene-YLR025W	2039	1567	225	745
gene-YLR026C	89	187	129	460
gene-YLR027C	2383	3411	304	1312
gene-YNCL0003W	84	199	8	60
gene-YLR028C	3921	4550	517	1847
gene-YLR029C	1485	4817	5511	21223
gene-YLR030W	21	40	11	55
gene-YLR031W	17	22	11	35
gene-YLR032W	63	142	51	155
gene-YLR033W	384	361	151	537
gene-YLR034C	990	610	236	515
gene-YLR035C	303	259	37	120
gene-YNCL0004C	0	0	0	0
gene-YLR035C-A	0	0	0	0
gene-YLR036C	93	80	22	58
gene-YLR037C	64	42	0	6
gene-YLR038C	5459	5759	128	543
gene-YLR039C	178	288	15	106
gene-YLR040C	26	22	4	3
gene-YLR042C	8	5	3	22
gene-YLR043C	1449	2140	92	547
gene-YLR044C	32110	28371	2222	10057
gene-YLR045C	165	350	22	102
gene-YLR046C	104	92	46	146
gene-YLR047C	220	198	70	217
gene-YLR048W	1302	3366	3833	14996
gene-YLR049C	204	638	6	40
gene-YLR050C	162	391	13	54
gene-YLR051C	109	113	389	1365
gene-YLR052W	205	188	129	460
gene-YLR053C	922	589	29	68
gene-YLR054C	282	367	5	28
gene-YLR055C	73	79	192	582
gene-YLR056W	1221	3000	478	2056
gene-YLR057W	144	200	99	327
gene-YLR058C	1510	3455	1915	3048
gene-YLR059C	333	415	79	316
gene-YLR060W	86	681	936	3573
gene-YLR061W	327	1952	2324	10902
gene-YLR063W	41	77	235	717
gene-YLR064W	826	940	159	639
gene-YLR065C	69	144	122	514
gene-YLR066W	154	416	57	253
gene-YLR067C	69	133	65	195
gene-YLR068W	309	151	199	633
gene-YLR069C	327	663	56	198
gene-YLR070C	358	246	15	73
gene-YLR071C	543	570	148	527
gene-YLR072W	253	244	22	122
gene-YLR073C	20	39	117	477
gene-YLR074C	429	405	987	3388
gene-YLR075W	10592	17477	9780	38139
gene-YLR077W	279	657	87	307
gene-YLR078C	329	404	70	308
gene-YLR079W	1024	1358	69	294
gene-YLR080W	554	308	8	22
gene-YLR081W	76	35	3	6
gene-YLR082C	105	136	21	71
gene-YLR083C	102	162	250	820
gene-YLR084C	53	112	7	82
gene-YLR085C	144	262	17	87
gene-YLR086W	675	547	35	93
gene-YLR087C	324	311	17	59
gene-YLR088W	170	267	21	89
gene-YLR089C	1003	1220	80	313
gene-YLR090W	89	195	31	132
gene-YLR091W	99	97	17	63
gene-YLR092W	193	171	38	89
gene-YLR093C	2301	1370	98	387
gene-YLR094C	334	462	54	147
gene-YLR095C	142	261	91	361
gene-YLR096W	104	215	205	625
gene-YLR097C	293	436	63	215
gene-YLR098C	192	250	62	143
gene-YLR099C	809	691	89	275
gene-YLR099W-A	112	206	19	63
gene-YLR100W	524	1039	66	287
gene-YLR102C	391	342	18	73
gene-YLR103C	12	93	4	25
gene-YLR104W	212	326	35	192
gene-YLR105C	137	166	58	227
gene-YNCL0005C	0	0	0	0
gene-YLR106C	673	854	320	902
gene-YLR107W	195	257	125	389
gene-YNCL0006W	0	1	0	0
gene-YLR108C	34	38	47	145
gene-YLR109W	5166	4876	120	409
gene-YLR110C	13330	45311	2136	13638
gene-YLR111W	0	4	1	0
gene-YLR112W	7	18	1	11
gene-YLR113W	345	748	128	590
gene-YNCL0007W	0	0	0	0
gene-YLR114C	380	347	113	331
gene-YLR115W	181	409	30	87
gene-YLR116W	329	322	101	375
gene-YLR117C	1072	655	97	334
gene-YLR118C	320	395	28	126
gene-YLR119W	316	231	11	48
gene-YLR120C	738	636	32	131
gene-YLR121C	309	336	18	65
gene-YLR122C	43	22	1	10
gene-YLR125W	100	43	1	12
gene-YLR126C	240	327	12	50
gene-YLR127C	308	227	46	113
gene-YLR128W	168	140	8	44
gene-YLR129W	240	319	551	1701
gene-YLR130C	570	544	457	1114
gene-YLR131C	255	243	33	130
gene-YLR132C	112	183	2	6
gene-YLR133W	1237	1678	13	51
gene-YLR134W	3181	2731	170	725
gene-YLR135W	213	247	38	102
gene-YLR136C	959	808	32	42
gene-YLR137W	146	141	14	42
gene-YLR138W	1042	423	183	450
gene-YLR139C	14	33	48	189
gene-YLR141W	85	133	18	71
gene-YLR142W	7520	2523	72	154
gene-YNCL0008W	0	0	0	0
gene-YLR143W	38	55	68	161
gene-YLR144C	116	172	60	183
gene-YLR145W	71	96	40	109
gene-YLR146C	45	171	88	261
gene-YLR146W-A	24	51	14	37
gene-YLR147C	122	105	46	149
gene-YLR148W	308	431	39	140
gene-YLR149C	4707	2364	45	101
gene-YLR150W	2514	4124	2835	9403
gene-YLR151C	277	329	10	30
gene-YLR152C	451	193	20	60
gene-YLR153C	962	3100	118	348
gene-YLR154C	148	225	9	13
gene-YNCL0009C	1	1	0	0
gene-YNCL0011C	0	0	0	0
gene-YNCL0010C	0	0	0	0
gene-YNCL0012C	0	0	0	0
gene-YLR154W-C	0	0	0	0
gene-YNCL0013C	0	0	0	0
gene-YNCL0014C	0	0	0	0
gene-YNCL0015C	0	0	0	0
gene-YNCL0016C	0	0	0	0
gene-YNCL0017C	0	0	0	0
gene-YNCL0018W	0	0	0	0
gene-YNCL0019C	0	0	0	0
gene-YNCL0020C	0	0	0	0
gene-YNCL0021C	0	0	0	0
gene-YLR154C-G	0	0	0	0
gene-YNCL0022C	0	0	0	0
gene-YNCL0023C	0	0	0	0
gene-YNCL0024C	0	0	0	0
gene-YNCL0025C	0	0	0	0
gene-YNCL0026C	0	0	0	0
gene-YNCL0027W	0	0	0	2
gene-YLR154C-H	0	0	0	0
gene-YLR155C	0	0	0	0
gene-YLR156W	0	0	0	0
gene-YNCL0028W	0	0	0	0
gene-YLR156C-A	0	0	0	0
gene-YLR157C	0	0	0	0
gene-YLR157W-D	0	1	0	0
gene-YLR157C-B	0	0	0	0
gene-YLR157C-A	0	0	0	0
gene-YLR157W-E	0	0	0	0
gene-YNCL0029W	0	0	0	0
gene-YLR157C-C	0	0	0	0
gene-YLR158C	0	0	0	0
gene-YLR159W	0	0	0	0
gene-YNCL0030W	0	0	0	0
gene-YLR159C-A	0	0	0	0
gene-YLR160C	0	0	0	0
gene-YLR161W	0	0	0	0
gene-YNCL0031W	0	0	0	0
gene-YLR162W	2	1	0	0
gene-YLR162W-A	4	32	0	5
gene-YLR163C	228	729	37	126
gene-YLR164W	668	54	10	10
gene-YLR165C	156	80	15	37
gene-YLR166C	318	459	102	284
gene-YLR167W	2241	7296	7422	30338
gene-YLR168C	273	1084	60	200
gene-YLR170C	365	352	21	83
gene-YLR172C	1194	1986	227	826
gene-YLR173W	1020	593	35	111
gene-YLR174W	3291	6213	34	169
gene-YLR175W	336	938	1857	5648
gene-YLR176C	62	115	64	148
gene-YLR177W	99	272	30	79
gene-YLR178C	5118	3976	88	238
gene-YLR179C	116	238	169	559
gene-YLR180W	31	92	1478	3455
gene-YLR181C	503	383	14	99
gene-YLR182W	635	705	71	222
gene-YLR183C	65	577	2	32
gene-YLR185W	380	1153	1420	6104
gene-YLR186W	56	175	862	2911
gene-YLR187W	171	97	58	225
gene-YLR188W	351	478	67	158
gene-YLR189C	1626	914	91	254
gene-YLR190W	1105	977	34	259
gene-YLR191W	276	347	40	178
gene-YLR192C	1459	3212	539	1896
gene-YLR193C	948	1041	82	235
gene-YLR194C	679	730	42	254
gene-YLR195C	98	379	184	690
gene-YLR196W	113	281	720	2389
gene-YLR197W	547	1963	2272	7250
gene-YLR199C	663	631	104	354
gene-YLR200W	286	346	112	477
gene-YLR201C	1034	1205	66	230
gene-YLR203C	152	763	75	335
gene-YLR204W	244	581	49	163
gene-YLR205C	3150	2742	95	300
gene-YLR206W	1986	1693	120	395
gene-YLR207W	347	360	43	139
gene-YLR208W	699	1494	168	849
gene-YLR209C	312	809	26	103
gene-YLR210W	34	82	33	119
gene-YLR211C	341	240	10	35
gene-YLR212C	63	362	23	79
gene-YLR213C	541	361	33	60
gene-YLR214W	341	613	95	240
gene-YLR215C	75	115	111	394
gene-YLR216C	9129	13883	257	995
gene-YLR218C	186	188	8	19
gene-YLR219W	1799	1303	53	169
gene-YLR220W	601	497	134	445
gene-YLR221C	223	345	365	1163
gene-YLR222C	96	240	512	1632
gene-YLR223C	218	149	814	2265
gene-YLR224W	61	76	464	1550
gene-YLR225C	445	262	182	606
gene-YLR226W	98	151	170	497
gene-YLR227C	132	127	114	331
gene-YNCL0032C	2	1	0	2
gene-YLR227W-A	0	0	0	0
gene-YLR227W-B	0	0	0	0
gene-YLR228C	241	218	114	305
gene-YLR229C	484	1038	210	707
gene-YNCL0033C	0	0	0	0
gene-YLR231C	426	387	9	63
gene-YLR233C	76	126	4	28
gene-YLR234W	29	74	2	14
gene-YLR236C	5	21	1	3
gene-YLR237W	73	261	500	1268
gene-YLR238W	172	187	59	186
gene-YLR239C	85	368	16	89
gene-YLR240W	450	439	37	118
gene-YLR241W	1101	940	44	158
gene-YLR242C	43	36	53	181
gene-YLR243W	184	275	189	577
gene-YLR244C	414	543	657	2024
gene-YLR245C	100	122	24	81
gene-YLR246W	549	341	68	227
gene-YNCL0034W	0	2	1	7
gene-YLR247C	1773	833	135	567
gene-YLR248W	3941	3722	351	1256
gene-YLR249W	2204	9576	15671	45005
gene-YLR250W	1530	1490	150	581
gene-YLR251W	121	328	6	56
gene-YLR253W	349	657	52	221
gene-YLR254C	790	624	53	156
gene-YLR255C	11	4	3	5
gene-YLR256W	605	385	169	472
gene-YLR256W-A	2	1	0	1
gene-YNCL0035C	0	0	0	1
gene-YLR257W	6883	8236	204	599
gene-YLR258W	3809	3647	68	165
gene-YLR259C	6799	20818	243	1046
gene-YLR260W	370	558	67	327
gene-YLR261C	1	2	0	4
gene-YLR262C	63	146	49	217
gene-YLR262C-A	842	1029	325	1025
gene-YLR263W	171	118	56	165
gene-YLR264W	39	65	916	3014
gene-YLR264C-A	19	12	254	918
gene-YLR265C	4	6	3	22
gene-YLR266C	224	175	11	36
gene-YLR267W	2358	235	22	40
gene-YLR268W	323	505	74	360
gene-YLR270W	2343	1811	60	340
gene-YLR271W	379	461	12	53
gene-YLR272C	111	152	21	72
gene-YNCL0036C	0	1	1	0
gene-YLR273C	180	162	7	16
gene-YLR274W	138	285	99	313
gene-YLR275W	316	196	67	252
gene-YLR276C	315	567	611	2049
gene-YLR277C	101	197	102	383
gene-YLR278C	540	497	179	500
gene-YLR281C	301	354	5	24
gene-YLR283W	73	97	15	104
gene-YLR284C	4473	1763	51	92
gene-YLR285W	216	380	159	562
gene-YLR285C-A	16	42	10	47
gene-YLR286C	1153	2974	72	274
gene-YLR287C	208	225	251	965
gene-YLR287C-A	2806	4014	1784	7079
gene-YLR288C	256	252	61	255
gene-YLR289W	35	120	23	82
gene-YLR290C	849	567	29	132
gene-YLR291C	373	601	296	1086
gene-YLR292C	155	264	208	805
gene-YLR293C	917	2359	1999	7567
gene-YLR295C	2317	5347	125	611
gene-YLR296W	0	3	1	1
gene-YLR297W	320	366	54	130
gene-YLR298C	746	541	79	256
gene-YLR299W	470	652	21	87
gene-YLR300W	804	957	512	1985
gene-YLR301W	150	454	71	358
gene-YNCL0037W	0	0	0	0
gene-YLR302C	2	2	1	2
gene-YLR303W	56	119	158	425
gene-YNCL0038W	0	0	0	0
gene-YLR304C	18108	19327	260	700
gene-YLR305C	671	819	92	304
gene-YLR306W	85	109	10	32
gene-YLR307W	27	9	1	1
gene-YLR307C-A	5567	18617	78	597
gene-YLR308W	1	5	0	2
gene-YLR309C	1068	1254	118	343
gene-YLR310C	887	1023	171	681
gene-YLR312C	2102	655	33	43
gene-YLR312W-A	110	446	65	249
gene-YLR313C	8	23	10	33
gene-YLR314C	464	1621	196	808
gene-YLR315W	22	49	6	18
gene-YLR316C	146	206	52	205
gene-YLR318W	95	73	61	153
gene-YLR319C	135	221	46	183
gene-YLR320W	248	270	44	144
gene-YLR321C	37	54	90	291
gene-YLR323C	259	220	98	334
gene-YLR324W	927	1043	79	302
gene-YLR325C	1657	3610	2663	10087
gene-YLR326W	405	358	68	223
gene-YLR327C	44623	48770	277	987
gene-YNCL0039W	1	1	0	0
gene-YLR328W	107	414	210	769
gene-YLR329W	23	31	2	31
gene-YLR330W	2416	3036	200	739
gene-YLR331C	2	4	1	2
gene-YLR332W	532	593	97	346
gene-YNCL0040W	0	0	0	0
gene-YNCL0041C	10	10	1	4
gene-YNCL0042C	25	28	1	1
gene-YNCL0043C	64	90	1	7
gene-YLR333C	419	626	1459	6016
gene-YNCL0044W	0	0	0	0
gene-YLR335W	699	1060	281	958
gene-YLR336C	195	256	210	707
gene-YLR337C	376	427	53	194
gene-YLR340W	2686	8083	5328	23707
gene-YLR341W	7	15	7	34
gene-YLR342W	662	1973	1039	3083
gene-YLR342W-A	1	10	5	31
gene-YLR343W	9	14	2	46
gene-YNCL0045W	0	0	0	0
gene-YLR344W	929	2215	1857	7876
gene-YLR345W	3412	2301	76	251
gene-YLR346C	491	89	5	14
gene-YLR347C	1385	1933	223	805
gene-YLR348C	198	587	17	124
gene-YLR350W	2700	3262	120	370
gene-YLR351C	973	1251	170	704
gene-YLR352W	215	119	33	118
gene-YLR353W	158	212	22	101
gene-YLR354C	1662	2900	220	1023
gene-YLR355C	1267	1320	4263	9733
gene-YLR356W	2133	1179	46	112
gene-YLR357W	235	384	105	307
gene-YLR358C	12	5	5	14
gene-YLR359W	1357	2469	680	1545
gene-YLR360W	195	296	50	175
gene-YLR361C	352	261	68	192
gene-YLR361C-A	300	287	27	64
gene-YLR362W	1329	1066	71	252
gene-YLR363C	122	157	39	197
gene-YLR363W-A	40	70	279	878
gene-YLR364W	18	51	17	66
gene-YLR365W	2	1	2	3
gene-YLR367W	1411	1539	435	1668
gene-YNCL0046W	42	69	42	216
gene-YLR368W	216	250	124	476
gene-YLR369W	281	452	81	311
gene-YLR370C	1746	2050	64	273
gene-YLR371W	526	541	69	250
gene-YLR372W	60	346	530	1826
gene-YLR373C	73	131	30	142
gene-YLR375W	546	954	294	1172
gene-YLR376C	69	84	8	32
gene-YLR377C	3589	10767	40	261
gene-YNCL0047W	1	0	0	1
gene-YLR378C	835	1729	150	748
gene-YLR379W-A	1	3	0	1
gene-YLR380W	260	341	176	602
gene-YLR381W	58	80	12	57
gene-YLR382C	135	256	15	78
gene-YLR383W	111	297	19	53
gene-YLR384C	609	649	340	1225
gene-YLR385C	17	17	1	4
gene-YLR386W	145	263	18	109
gene-YLR387C	409	898	126	564
gene-YLR388W	170	653	765	3138
gene-YNCL0048W	39	35	0	3
gene-YLR389C	265	458	197	760
gene-YLR390W	54	179	8	28
gene-YLR390W-A	4016	4810	1276	4174
gene-YLR392C	477	532	58	193
gene-YLR393W	79	106	40	140
gene-YLR394W	95	146	61	255
gene-YLR395C	5073	5532	176	657
gene-YLR396C	171	218	82	335
gene-YLR397C	59	104	233	820
gene-YLR398C	219	477	112	410
gene-YLR399C	409	620	321	1132
gene-YLR401C	201	480	670	2024
gene-YLR403W	483	296	358	968
gene-YLR404W	4	19	20	106
gene-YLR405W	41	97	103	357
gene-YLR406C	369	1194	1471	5608
gene-YLR406C-A	0	1	0	0
gene-YLR407W	199	161	518	1862
gene-YLR408C	117	117	11	34
gene-YLR409C	92	226	499	1806
gene-YLR410W	1476	1251	257	984
gene-YLR410W-A	0	0	0	0
gene-YLR410W-B	6	5	1	9
gene-YLR411W	1663	2855	22	84
gene-YLR412W	142	205	88	326
gene-YLR412C-A	2	0	0	0
gene-YLR413W	59	40	439	1362
gene-YLR414C	1812	1737	114	558
gene-YLR415C	41	19	2	13
gene-YLR417W	425	263	42	197
gene-YLR418C	277	487	94	331
gene-YLR419W	77	145	75	282
gene-YNCL0049C	0	0	0	0
gene-YLR420W	336	503	108	435
gene-YLR421C	1423	1663	98	429
gene-YLR422W	593	567	25	107
gene-YLR423C	558	433	10	46
gene-YLR424W	118	121	23	112
gene-YNCL0050C	1	0	0	0
gene-YLR425W	284	316	48	144
gene-YLR426W	27	30	48	198
gene-YLR427W	438	335	92	345
gene-YLR429W	408	1230	163	668
gene-YLR430W	736	534	140	514
gene-YLR431C	850	625	78	360
gene-YLR432W	318	1568	955	2897
gene-YLR433C	272	241	75	231
gene-YLR435W	35	27	263	821
gene-YLR436C	162	171	91	354
gene-YLR437C	29	25	33	125
gene-YLR438W	340	153	11	78
gene-YLR438C-A	208	356	110	399
gene-YLR439W	71	227	56	247
gene-YLR440C	317	343	103	423
gene-YLR441C	2998	6299	4284	16459
gene-YLR442C	213	253	30	121
gene-YLR443W	130	95	72	334
gene-YLR445W	15	2	4	34
gene-YLR446W	199	130	30	176
gene-YLR447C	2521	2454	461	1999
gene-YLR448W	153	644	1495	6089
gene-YLR449W	326	641	605	2218
gene-YLR450W	1143	770	41	177
gene-YLR451W	562	496	146	453
gene-YLR452C	36	53	13	70
gene-YLR453C	72	58	10	44
gene-YLR454W	1941	1308	41	109
gene-YNCL0051C	0	0	0	0
gene-YLR455W	271	618	135	451
gene-YLR456W	40	99	18	79
gene-YLR457C	114	94	23	60
gene-YLR459W	117	116	39	229
gene-YLR460C	2	4	0	1
gene-YLR461W	4	8	0	0
gene-YLR462W	1	45	0	10
gene-YLR464W	18	77	0	31
gene-YLR466W	4	19	0	6
gene-YLR467W	0	6	0	2
gene-YML133C	0	0	0	0
gene-YML132W	14	11	0	2
gene-YML131W	3839	2532	530	2222
gene-YML130C	381	1227	693	1620
gene-YML129C	566	991	35	152
gene-YML128C	15933	6284	199	259
gene-YML127W	82	193	143	469
gene-YML126C	1240	2052	170	899
gene-YML125C	135	296	286	1025
gene-YML124C	206	841	77	494
gene-YNCM0001W	12	50	7	30
gene-YML123C	0	0	0	0
gene-YML122C	0	0	0	0
gene-YML121W	498	563	305	1242
gene-YML120C	1481	3445	42	191
gene-YML119W	516	384	22	183
gene-YML118W	2682	1692	43	89
gene-YML117W	2136	1863	101	368
gene-YML116W	219	174	102	328
gene-YML115C	312	480	253	782
gene-YML114C	226	334	124	425
gene-YML113W	196	134	282	917
gene-YML112W	60	157	37	169
gene-YML111W	79	84	117	325
gene-YML110C	2024	3576	43	228
gene-YML109W	25	104	34	102
gene-YML108W	138	146	117	331
gene-YML107C	143	245	74	267
gene-YML106W	513	850	401	1454
gene-YML105C	454	855	157	648
gene-YML104C	226	279	36	141
gene-YML103C	221	406	134	526
gene-YNCM0002C	5	7	3	9
gene-YML102W	114	440	66	255
gene-YML101C	196	266	10	37
gene-YML100W-A	9	10	1	5
gene-YML100W	2467	1939	45	130
gene-YML099C	514	367	125	450
gene-YML098W	613	476	70	230
gene-YML097C	77	134	64	207
gene-YML096W	114	214	123	400
gene-YML095C	160	248	42	102
gene-YML094W	187	369	102	327
gene-YML093W	230	295	727	2060
gene-YML092C	757	1572	88	409
gene-YML091C	919	1889	35	121
gene-YNCM0003W	0	0	0	0
gene-YML088W	190	237	152	465
gene-YML087C	39	84	11	47
gene-YML086C	1245	1502	114	525
gene-YML085C	928	2649	57	369
gene-YML083C	28	49	3	17
gene-YML082W	102	105	209	664
gene-YML081C-A	2499	3362	123	515
gene-YML081W	374	267	263	885
gene-YML080W	21	37	202	564
gene-YML079W	899	1228	42	201
gene-YML078W	1021	2762	171	777
gene-YML077W	25	66	66	242
gene-YML076C	723	417	98	380
gene-YML075C	2250	1612	146	906
gene-YML074C	1176	3184	623	2160
gene-YML073C	1631	2373	2114	9339
gene-YML072C	1889	1953	118	469
gene-YML071C	562	571	87	326
gene-YNCM0004C	0	0	0	0
gene-YML070W	996	1374	172	776
gene-YML069W	167	452	48	254
gene-YML068W	372	366	39	166
gene-YML067C	354	461	107	414
gene-YML066C	151	81	24	130
gene-YML065W	360	369	85	249
gene-YML064C	104	185	53	260
gene-YML063W	1881	5278	5533	22853
gene-YML062C	313	469	101	339
gene-YML061C	61	175	48	220
gene-YML060W	7	74	41	123
gene-YML059C	73	113	119	488
gene-YML058W-A	2	13	2	22
gene-YML058W	2595	2153	227	872
gene-YML057W	420	678	25	164
gene-YML056C	72	312	1520	4763
gene-YNCM0005C	2	4	3	6
gene-YML055W	298	539	128	405
gene-YML054C	12931	8055	240	646
gene-YML054C-A	12	12	3	20
gene-YNCM0006W	1	0	1	2
gene-YML053C	284	379	77	316
gene-YML052W	182	243	45	270
gene-YML051W	338	299	39	118
gene-YML050W	130	262	15	51
gene-YML049C	299	330	27	112
gene-YML048W	971	1437	139	547
gene-YML047C	3	1	1	0
gene-YML046W	80	115	104	307
gene-YNCM0007C	0	0	0	0
gene-YML045W-A	0	0	0	0
gene-YML045W	0	0	0	0
gene-YML043C	21	19	353	1096
gene-YML042W	5519	3763	56	113
gene-YML041C	176	224	55	264
gene-YNCM0008C	2	4	1	3
gene-YML040W	0	0	0	0
gene-YML039W	6	2	2	0
gene-YML038C	195	442	52	236
gene-YML037C	22	41	12	41
gene-YML036W	31	98	25	84
gene-YML035C	487	379	220	772
gene-YML034W	1433	1038	62	230
gene-YML032C	269	459	36	222
gene-YML031W	103	188	108	411
gene-YML030W	2961	2134	42	147
gene-YML029W	312	371	33	149
gene-YML028W	7033	11150	138	692
gene-YML027W	34	82	8	152
gene-YML026C	1088	2422	2705	10923
gene-YML025C	175	470	134	534
gene-YML024W	1223	2988	2266	9987
gene-YML023C	71	93	130	575
gene-YML022W	197	567	700	2139
gene-YML021C	16	33	39	132
gene-YML020W	119	89	48	175
gene-YML019W	112	232	71	237
gene-YML018C	52	38	541	1677
gene-YML017W	119	120	52	191
gene-YML016C	153	212	190	667
gene-YML015C	205	268	106	371
gene-YML014W	92	155	105	369
gene-YML013W	856	797	19	100
gene-YML012W	865	1663	170	945
gene-YML011C	88	141	62	212
gene-YML010W	1939	1692	319	928
gene-YML009C	297	557	46	131
gene-YML008C	459	2274	51	473
gene-YML007C-A	4	8	5	7
gene-YML007W	3401	2573	205	719
gene-YML006C	67	209	128	345
gene-YNCM0009C	0	0	0	0
gene-YML005W	374	226	82	335
gene-YML004C	6419	4597	222	823
gene-YML003W	189	150	16	35
gene-YML002W	162	160	52	196
gene-YML001W	794	1290	97	433
gene-YMR001C	237	279	12	126
gene-YMR001C-A	11	11	0	7
gene-YMR002W	1655	3355	279	1332
gene-YMR003W	27	134	11	40
gene-YMR004W	703	653	58	222
gene-YMR005W	389	760	170	605
gene-YMR006C	897	822	13	42
gene-YMR007W	39	31	2	11
gene-YMR008C	5580	2974	151	423
gene-YMR008C-A	248	156	3	17
gene-YMR009W	1137	774	94	374
gene-YMR010W	85	62	143	391
gene-YMR011W	187	144	18	39
gene-YNCM0010W	0	0	0	0
gene-YMR012W	523	1407	128	484
gene-YMR013C	41	51	92	346
gene-YNCM0011W	3	2	0	0
gene-YNCM0012W	2	1	0	6
gene-YNCM0013W	5	14	5	9
gene-YNCM0014W	2	1	3	0
gene-YNCM0015W	2	3	0	1
gene-YNCM0016W	3	1	0	4
gene-YNCM0017W	0	6	1	4
gene-YMR014W	212	169	507	1665
gene-YMR015C	577	942	92	463
gene-YMR016C	825	498	127	405
gene-YMR017W	70	35	6	13
gene-YMR018W	85	27	10	12
gene-YMR019W	417	319	113	342
gene-YMR020W	1391	1063	101	232
gene-YMR021C	271	575	133	436
gene-YMR022W	1067	1187	88	298
gene-YMR023C	89	202	40	143
gene-YNCM0018C	0	0	0	0
gene-YMR024W	119	340	108	392
gene-YMR025W	110	156	14	33
gene-YMR026C	245	361	98	323
gene-YMR027W	4038	3230	172	619
gene-YMR028W	160	273	39	164
gene-YMR029C	1315	1762	25	91
gene-YMR030W	1283	862	43	104
gene-YMR031C	5415	4422	67	182
gene-YMR032W	57	177	3	34
gene-YMR030W-A	2	4	0	0
gene-YMR033W	112	212	167	603
gene-YMR034C	473	304	39	133
gene-YMR035W	266	470	44	181
gene-YMR036C	523	359	64	213
gene-YMR037C	283	303	314	1012
gene-YMR038C	289	447	440	1308
gene-YMR039C	1690	2630	431	1706
gene-YMR040W	417	772	7	65
gene-YMR041C	978	729	45	170
gene-YNCM0019W	2	4	0	0
gene-YMR042W	247	148	104	319
gene-YMR043W	1003	1286	367	1248
gene-YMR044W	819	623	155	547
gene-YMR045C	2	126	12	0
gene-YMR046C	0	0	0	0
gene-YNCM0020W	0	0	0	1
gene-YMR047C	335	437	104	468
gene-YMR048W	48	229	10	37
gene-YMR049C	181	365	860	2712
gene-YNCM0021C	0	1	0	0
gene-YMR050C	0	0	1	0
gene-YMR051C	0	0	0	0
gene-YNCM0022C	1	1	0	0
gene-YMR052W	116	127	35	103
gene-YMR053C	615	357	23	87
gene-YMR054W	572	653	102	369
gene-YMR055C	67	90	41	122
gene-YMR056C	3121	1397	78	145
gene-YMR058W	766	2158	1252	2297
gene-YMR059W	129	119	22	85
gene-YMR060C	109	212	33	194
gene-YMR061W	1053	1110	185	899
gene-YMR062C	232	323	127	442
gene-YMR063W	76	71	32	51
gene-YMR064W	502	616	84	388
gene-YMR065W	66	72	21	67
gene-YMR066W	175	187	55	213
gene-YMR067C	260	471	75	321
gene-YMR068W	232	241	70	238
gene-YMR069W	13	21	39	82
gene-YMR070W	167	127	450	1532
gene-YMR071C	611	685	64	233
gene-YMR072W	4052	3727	136	761
gene-YMR073C	248	249	59	190
gene-YMR074C	634	437	87	415
gene-YMR075W	586	373	65	155
gene-YMR075C-A	1	0	0	0
gene-YMR076C	147	703	0	24
gene-YNCM0023C	0	0	1	3
gene-YMR077C	392	263	45	122
gene-YMR078C	78	294	4	29
gene-YMR079W	424	827	293	1029
gene-YMR080C	531	480	264	785
gene-YMR081C	9206	8723	73	194
gene-YMR082C	19	3	1	1
gene-YMR083W	3082	5484	342	1034
gene-YMR084W	1482	364	16	20
gene-YMR085W	2492	632	35	46
gene-YMR086W	1151	973	62	179
gene-YMR087W	87	98	9	65
gene-YMR088C	379	637	38	200
gene-YMR089C	966	1791	77	254
gene-YMR090W	4093	2960	79	297
gene-YMR091C	286	345	224	683
gene-YMR092C	1341	1578	152	554
gene-YMR093W	81	72	544	1907
